AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
596877259.000,596877259.071,00004M11:07:12.241,00004 10:26:14,2018-334T19:14:44.090Z,746.7310,20.0,255.6861,20.0
596877259.050,596877259.121,00004M11:07:12.290,00004 10:26:14,2018-334T19:14:44.140Z,746.7072,20.0,255.6864,20.0
596877259.100,596877259.171,00004M11:07:12.339,00004 10:26:14,2018-334T19:14:44.190Z,746.6977,20.0,255.6864,20.0
596877259.150,596877259.221,00004M11:07:12.387,00004 10:26:14,2018-334T19:14:44.240Z,746.7005,20.0,255.6864,20.0
596877259.200,596877259.271,00004M11:07:12.436,00004 10:26:15,2018-334T19:14:44.290Z,746.7029,20.0,255.6864,20.0
596877259.250,596877259.321,00004M11:07:12.485,00004 10:26:15,2018-334T19:14:44.340Z,746.6956,20.0,255.6864,20.0
596877259.300,596877259.371,00004M11:07:12.533,00004 10:26:15,2018-334T19:14:44.390Z,746.7041,20.0,255.6862,20.0
596877259.350,596877259.421,00004M11:07:12.582,00004 10:26:15,2018-334T19:14:44.440Z,746.7070,20.0,255.6866,20.0
596877259.400,596877259.471,00004M11:07:12.631,00004 10:26:15,2018-334T19:14:44.490Z,746.7027,20.0,255.6866,20.0
596877259.450,596877259.521,00004M11:07:12.679,00004 10:26:15,2018-334T19:14:44.540Z,746.7097,20.0,255.6869,20.0
596877259.500,596877259.571,00004M11:07:12.728,00004 10:26:15,2018-334T19:14:44.590Z,746.7127,20.0,255.6870,20.0
596877259.550,596877259.621,00004M11:07:12.777,00004 10:26:15,2018-334T19:14:44.640Z,746.6954,20.0,255.6869,20.0
596877259.600,596877259.671,00004M11:07:12.825,00004 10:26:15,2018-334T19:14:44.690Z,746.6638,20.0,255.6866,20.0
596877259.650,596877259.721,00004M11:07:12.874,00004 10:26:15,2018-334T19:14:44.740Z,746.6584,20.0,255.6865,20.0
596877259.700,596877259.771,00004M11:07:12.923,00004 10:26:15,2018-334T19:14:44.790Z,746.6701,20.0,255.6867,20.0
596877259.750,596877259.821,00004M11:07:12.971,00004 10:26:15,2018-334T19:14:44.840Z,746.6873,20.0,255.6869,20.0
596877259.800,596877259.871,00004M11:07:13.020,00004 10:26:15,2018-334T19:14:44.890Z,746.6887,20.0,255.6869,20.0
596877259.850,596877259.921,00004M11:07:13.069,00004 10:26:15,2018-334T19:14:44.940Z,746.6625,20.0,255.6872,20.0
596877259.900,596877259.971,00004M11:07:13.117,00004 10:26:15,2018-334T19:14:44.990Z,746.6631,20.0,255.6870,20.0
596877259.950,596877260.021,00004M11:07:13.166,00004 10:26:15,2018-334T19:14:45.040Z,746.6886,20.0,255.6870,20.0
596877260.000,596877260.071,00004M11:07:13.215,00004 10:26:15,2018-334T19:14:45.090Z,746.7209,20.0,255.6870,20.0
596877260.050,596877260.121,00004M11:07:13.263,00004 10:26:15,2018-334T19:14:45.140Z,746.7265,20.0,255.6871,20.0
596877260.100,596877260.171,00004M11:07:13.312,00004 10:26:15,2018-334T19:14:45.190Z,746.7048,20.0,255.6875,20.0
596877260.150,596877260.221,00004M11:07:13.361,00004 10:26:15,2018-334T19:14:45.240Z,746.6629,20.0,255.6877,20.0
596877260.200,596877260.271,00004M11:07:13.409,00004 10:26:16,2018-334T19:14:45.290Z,746.6309,20.0,255.6877,20.0
596877260.250,596877260.321,00004M11:07:13.458,00004 10:26:16,2018-334T19:14:45.340Z,746.6216,20.0,255.6877,20.0
596877260.300,596877260.371,00004M11:07:13.507,00004 10:26:16,2018-334T19:14:45.390Z,746.6345,20.0,255.6878,20.0
596877260.350,596877260.421,00004M11:07:13.555,00004 10:26:16,2018-334T19:14:45.440Z,746.6303,20.0,255.6879,20.0
596877260.400,596877260.471,00004M11:07:13.604,00004 10:26:16,2018-334T19:14:45.490Z,746.6419,20.0,255.6879,20.0
596877260.450,596877260.521,00004M11:07:13.653,00004 10:26:16,2018-334T19:14:45.540Z,746.6596,20.0,255.6880,20.0
596877260.500,596877260.571,00004M11:07:13.701,00004 10:26:16,2018-334T19:14:45.590Z,746.6529,20.0,255.6882,20.0
596877260.550,596877260.621,00004M11:07:13.750,00004 10:26:16,2018-334T19:14:45.640Z,746.6542,20.0,255.6881,20.0
596877260.600,596877260.671,00004M11:07:13.799,00004 10:26:16,2018-334T19:14:45.690Z,746.6732,20.0,255.6881,20.0
596877260.650,596877260.721,00004M11:07:13.847,00004 10:26:16,2018-334T19:14:45.740Z,746.6693,20.0,255.6883,20.0
596877260.700,596877260.771,00004M11:07:13.896,00004 10:26:16,2018-334T19:14:45.790Z,746.6520,20.0,255.6882,20.0
596877260.750,596877260.821,00004M11:07:13.945,00004 10:26:16,2018-334T19:14:45.840Z,746.6429,20.0,255.6881,20.0
596877260.800,596877260.871,00004M11:07:13.993,00004 10:26:16,2018-334T19:14:45.890Z,746.6480,20.0,255.6882,20.0
596877260.850,596877260.921,00004M11:07:14.042,00004 10:26:16,2018-334T19:14:45.940Z,746.6379,20.0,255.6883,20.0
596877260.900,596877260.971,00004M11:07:14.091,00004 10:26:16,2018-334T19:14:45.990Z,746.6194,20.0,255.6885,20.0
596877260.950,596877261.021,00004M11:07:14.139,00004 10:26:16,2018-334T19:14:46.040Z,746.6353,20.0,255.6886,20.0
596877261.000,596877261.071,00004M11:07:14.188,00004 10:26:16,2018-334T19:14:46.090Z,746.6565,20.0,255.6890,20.0
596877261.050,596877261.121,00004M11:07:14.237,00004 10:26:16,2018-334T19:14:46.140Z,746.6595,20.0,255.6887,20.0
596877261.100,596877261.171,00004M11:07:14.285,00004 10:26:16,2018-334T19:14:46.190Z,746.6816,20.0,255.6887,20.0
596877261.150,596877261.221,00004M11:07:14.334,00004 10:26:16,2018-334T19:14:46.240Z,746.6807,20.0,255.6887,20.0
596877261.200,596877261.271,00004M11:07:14.383,00004 10:26:16,2018-334T19:14:46.290Z,746.6714,20.0,255.6890,20.0
596877261.250,596877261.321,00004M11:07:14.431,00004 10:26:17,2018-334T19:14:46.340Z,746.6700,20.0,255.6890,20.0
596877261.300,596877261.371,00004M11:07:14.480,00004 10:26:17,2018-334T19:14:46.390Z,746.6748,20.0,255.6890,20.0
596877261.350,596877261.421,00004M11:07:14.529,00004 10:26:17,2018-334T19:14:46.440Z,746.6779,20.0,255.6889,20.0
596877261.400,596877261.471,00004M11:07:14.577,00004 10:26:17,2018-334T19:14:46.490Z,746.6784,20.0,255.6890,20.0
596877261.450,596877261.521,00004M11:07:14.626,00004 10:26:17,2018-334T19:14:46.540Z,746.6975,20.0,255.6890,20.0
596877261.500,596877261.571,00004M11:07:14.675,00004 10:26:17,2018-334T19:14:46.590Z,746.6918,20.0,255.6889,20.0
596877261.550,596877261.621,00004M11:07:14.723,00004 10:26:17,2018-334T19:14:46.640Z,746.6727,20.0,255.6890,20.0
596877261.600,596877261.671,00004M11:07:14.772,00004 10:26:17,2018-334T19:14:46.690Z,746.6724,20.0,255.6891,20.0
596877261.650,596877261.721,00004M11:07:14.821,00004 10:26:17,2018-334T19:14:46.740Z,746.6687,20.0,255.6890,20.0
596877261.700,596877261.771,00004M11:07:14.869,00004 10:26:17,2018-334T19:14:46.790Z,746.6324,20.0,255.6889,20.0
596877261.750,596877261.821,00004M11:07:14.918,00004 10:26:17,2018-334T19:14:46.840Z,746.6186,20.0,255.6893,20.0
596877261.800,596877261.871,00004M11:07:14.967,00004 10:26:17,2018-334T19:14:46.890Z,746.6396,20.0,255.6895,20.0
596877261.850,596877261.921,00004M11:07:15.015,00004 10:26:17,2018-334T19:14:46.940Z,746.6425,20.0,255.6895,20.0
596877261.900,596877261.971,00004M11:07:15.064,00004 10:26:17,2018-334T19:14:46.990Z,746.6548,20.0,255.6895,20.0
596877261.950,596877262.021,00004M11:07:15.113,00004 10:26:17,2018-334T19:14:47.040Z,746.6685,20.0,255.6895,20.0
596877262.000,596877262.071,00004M11:07:15.161,00004 10:26:17,2018-334T19:14:47.090Z,746.6862,20.0,255.6894,20.0
596877262.050,596877262.121,00004M11:07:15.210,00004 10:26:17,2018-334T19:14:47.140Z,746.6966,20.0,255.6897,20.0
596877262.100,596877262.171,00004M11:07:15.259,00004 10:26:17,2018-334T19:14:47.190Z,746.6596,20.0,255.6898,20.0
596877262.150,596877262.221,00004M11:07:15.307,00004 10:26:17,2018-334T19:14:47.240Z,746.6307,20.0,255.6901,20.0
596877262.200,596877262.271,00004M11:07:15.356,00004 10:26:17,2018-334T19:14:47.290Z,746.6315,20.0,255.6902,20.0
596877262.250,596877262.321,00004M11:07:15.405,00004 10:26:17,2018-334T19:14:47.340Z,746.6334,20.0,255.6905,20.0
596877262.300,596877262.371,00004M11:07:15.453,00004 10:26:18,2018-334T19:14:47.390Z,746.6137,20.0,255.6906,20.0
596877262.350,596877262.421,00004M11:07:15.502,00004 10:26:18,2018-334T19:14:47.440Z,746.6369,20.0,255.6904,20.0
596877262.400,596877262.471,00004M11:07:15.550,00004 10:26:18,2018-334T19:14:47.490Z,746.6488,20.0,255.6902,20.0
596877262.450,596877262.521,00004M11:07:15.599,00004 10:26:18,2018-334T19:14:47.540Z,746.6282,20.0,255.6905,20.0
596877262.500,596877262.571,00004M11:07:15.648,00004 10:26:18,2018-334T19:14:47.590Z,746.5768,20.0,255.6906,20.0
596877262.550,596877262.621,00004M11:07:15.696,00004 10:26:18,2018-334T19:14:47.640Z,746.5766,20.0,255.6904,20.0
596877262.600,596877262.671,00004M11:07:15.745,00004 10:26:18,2018-334T19:14:47.690Z,746.5907,20.0,255.6905,20.0
596877262.650,596877262.721,00004M11:07:15.794,00004 10:26:18,2018-334T19:14:47.740Z,746.6022,20.0,255.6901,20.0
596877262.700,596877262.771,00004M11:07:15.842,00004 10:26:18,2018-334T19:14:47.790Z,746.6212,20.0,255.6904,20.0
596877262.750,596877262.821,00004M11:07:15.891,00004 10:26:18,2018-334T19:14:47.840Z,746.6527,20.0,255.6904,20.0
596877262.800,596877262.871,00004M11:07:15.940,00004 10:26:18,2018-334T19:14:47.890Z,746.6397,20.0,255.6906,20.0
596877262.850,596877262.921,00004M11:07:15.988,00004 10:26:18,2018-334T19:14:47.940Z,746.6292,20.0,255.6905,20.0
596877262.900,596877262.971,00004M11:07:16.037,00004 10:26:18,2018-334T19:14:47.990Z,746.6232,20.0,255.6905,20.0
596877262.950,596877263.021,00004M11:07:16.086,00004 10:26:18,2018-334T19:14:48.040Z,746.6304,20.0,255.6903,20.0
596877263.000,596877263.071,00004M11:07:16.134,00004 10:26:18,2018-334T19:14:48.090Z,746.6523,20.0,255.6908,20.0
596877263.050,596877263.121,00004M11:07:16.183,00004 10:26:18,2018-334T19:14:48.140Z,746.6484,20.0,255.6911,20.0
596877263.100,596877263.171,00004M11:07:16.232,00004 10:26:18,2018-334T19:14:48.190Z,746.6380,20.0,255.6911,20.0
596877263.150,596877263.221,00004M11:07:16.280,00004 10:26:18,2018-334T19:14:48.240Z,746.6112,20.0,255.6912,20.0
596877263.200,596877263.271,00004M11:07:16.329,00004 10:26:18,2018-334T19:14:48.290Z,746.6361,20.0,255.6914,20.0
596877263.250,596877263.321,00004M11:07:16.378,00004 10:26:18,2018-334T19:14:48.340Z,746.6602,20.0,255.6915,20.0
596877263.300,596877263.371,00004M11:07:16.426,00004 10:26:19,2018-334T19:14:48.390Z,746.6443,20.0,255.6915,20.0
596877263.350,596877263.421,00004M11:07:16.475,00004 10:26:19,2018-334T19:14:48.440Z,746.6280,20.0,255.6917,20.0
596877263.400,596877263.471,00004M11:07:16.524,00004 10:26:19,2018-334T19:14:48.490Z,746.6249,20.0,255.6917,20.0
596877263.450,596877263.521,00004M11:07:16.572,00004 10:26:19,2018-334T19:14:48.540Z,746.6201,20.0,255.6919,20.0
596877263.500,596877263.571,00004M11:07:16.621,00004 10:26:19,2018-334T19:14:48.590Z,746.6092,20.0,255.6916,20.0
596877263.550,596877263.621,00004M11:07:16.670,00004 10:26:19,2018-334T19:14:48.640Z,746.6353,20.0,255.6916,20.0
596877263.600,596877263.671,00004M11:07:16.718,00004 10:26:19,2018-334T19:14:48.690Z,746.6632,20.0,255.6921,20.0
596877263.650,596877263.721,00004M11:07:16.767,00004 10:26:19,2018-334T19:14:48.740Z,746.6637,20.0,255.6917,20.0
596877263.700,596877263.771,00004M11:07:16.816,00004 10:26:19,2018-334T19:14:48.790Z,746.6425,20.0,255.6917,20.0
596877263.750,596877263.821,00004M11:07:16.864,00004 10:26:19,2018-334T19:14:48.840Z,746.6043,20.0,255.6915,20.0
596877263.800,596877263.871,00004M11:07:16.913,00004 10:26:19,2018-334T19:14:48.890Z,746.5797,20.0,255.6916,20.0
596877263.850,596877263.921,00004M11:07:16.962,00004 10:26:19,2018-334T19:14:48.940Z,746.5916,20.0,255.6918,20.0
596877263.900,596877263.971,00004M11:07:17.010,00004 10:26:19,2018-334T19:14:48.990Z,746.5972,20.0,255.6919,20.0
596877263.950,596877264.021,00004M11:07:17.059,00004 10:26:19,2018-334T19:14:49.040Z,746.5867,20.0,255.6918,20.0
596877264.000,596877264.071,00004M11:07:17.108,00004 10:26:19,2018-334T19:14:49.090Z,746.5941,20.0,255.6920,20.0
596877264.050,596877264.121,00004M11:07:17.156,00004 10:26:19,2018-334T19:14:49.140Z,746.6221,20.0,255.6923,20.0
596877264.100,596877264.171,00004M11:07:17.205,00004 10:26:19,2018-334T19:14:49.190Z,746.6258,20.0,255.6925,20.0
596877264.150,596877264.221,00004M11:07:17.254,00004 10:26:19,2018-334T19:14:49.240Z,746.6341,20.0,255.6922,20.0
596877264.200,596877264.271,00004M11:07:17.302,00004 10:26:19,2018-334T19:14:49.290Z,746.6545,20.0,255.6922,20.0
596877264.250,596877264.321,00004M11:07:17.351,00004 10:26:19,2018-334T19:14:49.340Z,746.6690,20.0,255.6926,20.0
596877264.300,596877264.371,00004M11:07:17.400,00004 10:26:19,2018-334T19:14:49.390Z,746.6444,20.0,255.6927,20.0
596877264.350,596877264.421,00004M11:07:17.448,00004 10:26:20,2018-334T19:14:49.440Z,746.6382,20.0,255.6925,20.0
596877264.400,596877264.471,00004M11:07:17.497,00004 10:26:20,2018-334T19:14:49.490Z,746.5971,20.0,255.6926,20.0
596877264.450,596877264.521,00004M11:07:17.546,00004 10:26:20,2018-334T19:14:49.540Z,746.5670,20.0,255.6927,20.0
596877264.500,596877264.571,00004M11:07:17.594,00004 10:26:20,2018-334T19:14:49.590Z,746.5499,20.0,255.6928,20.0
596877264.550,596877264.621,00004M11:07:17.643,00004 10:26:20,2018-334T19:14:49.640Z,746.5460,20.0,255.6925,20.0
596877264.600,596877264.671,00004M11:07:17.692,00004 10:26:20,2018-334T19:14:49.690Z,746.5618,20.0,255.6926,20.0
596877264.650,596877264.721,00004M11:07:17.740,00004 10:26:20,2018-334T19:14:49.740Z,746.5725,20.0,255.6930,20.0
596877264.700,596877264.771,00004M11:07:17.789,00004 10:26:20,2018-334T19:14:49.790Z,746.5836,20.0,255.6928,20.0
596877264.750,596877264.821,00004M11:07:17.838,00004 10:26:20,2018-334T19:14:49.840Z,746.5921,20.0,255.6931,20.0
596877264.800,596877264.871,00004M11:07:17.886,00004 10:26:20,2018-334T19:14:49.890Z,746.5909,20.0,255.6932,20.0
596877264.850,596877264.921,00004M11:07:17.935,00004 10:26:20,2018-334T19:14:49.940Z,746.5882,20.0,255.6926,20.0
596877264.900,596877264.971,00004M11:07:17.984,00004 10:26:20,2018-334T19:14:49.990Z,746.6061,20.0,255.6928,20.0
596877264.950,596877265.021,00004M11:07:18.032,00004 10:26:20,2018-334T19:14:50.040Z,746.6150,20.0,255.6928,20.0
596877265.000,596877265.071,00004M11:07:18.081,00004 10:26:20,2018-334T19:14:50.090Z,746.6124,20.0,255.6931,20.0
596877265.050,596877265.121,00004M11:07:18.130,00004 10:26:20,2018-334T19:14:50.140Z,746.6074,20.0,255.6928,20.0
596877265.100,596877265.171,00004M11:07:18.178,00004 10:26:20,2018-334T19:14:50.190Z,746.6213,20.0,255.6931,20.0
596877265.150,596877265.221,00004M11:07:18.227,00004 10:26:20,2018-334T19:14:50.240Z,746.6179,20.0,255.6930,20.0
596877265.200,596877265.271,00004M11:07:18.276,00004 10:26:20,2018-334T19:14:50.290Z,746.6304,20.0,255.6933,20.0
596877265.250,596877265.321,00004M11:07:18.324,00004 10:26:20,2018-334T19:14:50.340Z,746.6307,20.0,255.6934,20.0
596877265.300,596877265.371,00004M11:07:18.373,00004 10:26:20,2018-334T19:14:50.390Z,746.5933,20.0,255.6930,20.0
596877265.350,596877265.421,00004M11:07:18.422,00004 10:26:21,2018-334T19:14:50.440Z,746.5644,20.0,255.6932,20.0
596877265.400,596877265.471,00004M11:07:18.470,00004 10:26:21,2018-334T19:14:50.490Z,746.5734,20.0,255.6934,20.0
596877265.450,596877265.521,00004M11:07:18.519,00004 10:26:21,2018-334T19:14:50.540Z,746.5823,20.0,255.6935,20.0
596877265.500,596877265.571,00004M11:07:18.568,00004 10:26:21,2018-334T19:14:50.590Z,746.5949,20.0,255.6936,20.0
596877265.550,596877265.621,00004M11:07:18.616,00004 10:26:21,2018-334T19:14:50.640Z,746.6124,20.0,255.6936,20.0
596877265.600,596877265.671,00004M11:07:18.665,00004 10:26:21,2018-334T19:14:50.690Z,746.6057,20.0,255.6948,20.0
596877265.650,596877265.721,00004M11:07:18.714,00004 10:26:21,2018-334T19:14:50.740Z,746.6038,20.0,255.6949,20.0
596877265.700,596877265.771,00004M11:07:18.762,00004 10:26:21,2018-334T19:14:50.790Z,746.6035,20.0,255.6948,20.0
596877265.750,596877265.821,00004M11:07:18.811,00004 10:26:21,2018-334T19:14:50.840Z,746.5948,20.0,255.6950,20.0
596877265.800,596877265.871,00004M11:07:18.860,00004 10:26:21,2018-334T19:14:50.890Z,746.5826,20.0,255.6951,20.0
596877265.850,596877265.921,00004M11:07:18.908,00004 10:26:21,2018-334T19:14:50.940Z,746.5745,20.0,255.6951,20.0
596877265.900,596877265.971,00004M11:07:18.957,00004 10:26:21,2018-334T19:14:50.990Z,746.5749,20.0,255.6950,20.0
596877265.950,596877266.021,00004M11:07:19.006,00004 10:26:21,2018-334T19:14:51.040Z,746.5694,20.0,255.6951,20.0
596877266.000,596877266.071,00004M11:07:19.054,00004 10:26:21,2018-334T19:14:51.090Z,746.5798,20.0,255.6951,20.0
596877266.050,596877266.121,00004M11:07:19.103,00004 10:26:21,2018-334T19:14:51.140Z,746.5851,20.0,255.6950,20.0
596877266.100,596877266.171,00004M11:07:19.152,00004 10:26:21,2018-334T19:14:51.190Z,746.5774,20.0,255.6952,20.0
596877266.150,596877266.221,00004M11:07:19.200,00004 10:26:21,2018-334T19:14:51.240Z,746.5778,20.0,255.6956,20.0
596877266.200,596877266.271,00004M11:07:19.249,00004 10:26:21,2018-334T19:14:51.290Z,746.5726,20.0,255.6957,20.0
596877266.250,596877266.321,00004M11:07:19.297,00004 10:26:21,2018-334T19:14:51.340Z,746.5803,20.0,255.6956,20.0
596877266.300,596877266.371,00004M11:07:19.346,00004 10:26:21,2018-334T19:14:51.390Z,746.5810,20.0,255.6956,20.0
596877266.350,596877266.421,00004M11:07:19.395,00004 10:26:21,2018-334T19:14:51.440Z,746.5825,20.0,255.6956,20.0
596877266.400,596877266.471,00004M11:07:19.443,00004 10:26:22,2018-334T19:14:51.490Z,746.5851,20.0,255.6955,20.0
596877266.450,596877266.521,00004M11:07:19.492,00004 10:26:22,2018-334T19:14:51.540Z,746.5889,20.0,255.6955,20.0
596877266.500,596877266.571,00004M11:07:19.541,00004 10:26:22,2018-334T19:14:51.590Z,746.5831,20.0,255.6960,20.0
596877266.550,596877266.621,00004M11:07:19.589,00004 10:26:22,2018-334T19:14:51.640Z,746.5952,20.0,255.6962,20.0
596877266.600,596877266.671,00004M11:07:19.638,00004 10:26:22,2018-334T19:14:51.690Z,746.6124,20.0,255.6962,20.0
596877266.650,596877266.721,00004M11:07:19.687,00004 10:26:22,2018-334T19:14:51.740Z,746.6108,20.0,255.6964,20.0
596877266.700,596877266.771,00004M11:07:19.735,00004 10:26:22,2018-334T19:14:51.790Z,746.6050,20.0,255.6960,20.0
596877266.750,596877266.821,00004M11:07:19.784,00004 10:26:22,2018-334T19:14:51.840Z,746.6166,20.0,255.6961,20.0
596877266.800,596877266.871,00004M11:07:19.833,00004 10:26:22,2018-334T19:14:51.890Z,746.6209,20.0,255.6961,20.0
596877266.850,596877266.921,00004M11:07:19.881,00004 10:26:22,2018-334T19:14:51.940Z,746.6157,20.0,255.6961,20.0
596877266.900,596877266.971,00004M11:07:19.930,00004 10:26:22,2018-334T19:14:51.990Z,746.6134,20.0,255.6961,20.0
596877266.950,596877267.021,00004M11:07:19.979,00004 10:26:22,2018-334T19:14:52.040Z,746.6226,20.0,255.6963,20.0
596877267.000,596877267.071,00004M11:07:20.027,00004 10:26:22,2018-334T19:14:52.090Z,746.6283,20.0,255.6961,20.0
596877267.050,596877267.121,00004M11:07:20.076,00004 10:26:22,2018-334T19:14:52.140Z,746.6241,20.0,255.6962,20.0
596877267.100,596877267.171,00004M11:07:20.125,00004 10:26:22,2018-334T19:14:52.190Z,746.6126,20.0,255.6960,20.0
596877267.150,596877267.221,00004M11:07:20.173,00004 10:26:22,2018-334T19:14:52.240Z,746.6270,20.0,255.6964,20.0
596877267.200,596877267.271,00004M11:07:20.222,00004 10:26:22,2018-334T19:14:52.290Z,746.6401,20.0,255.6966,20.0
596877267.250,596877267.321,00004M11:07:20.271,00004 10:26:22,2018-334T19:14:52.340Z,746.6371,20.0,255.6968,20.0
596877267.300,596877267.371,00004M11:07:20.319,00004 10:26:22,2018-334T19:14:52.390Z,746.6299,20.0,255.6968,20.0
596877267.350,596877267.421,00004M11:07:20.368,00004 10:26:22,2018-334T19:14:52.440Z,746.6213,20.0,255.6968,20.0
596877267.400,596877267.471,00004M11:07:20.417,00004 10:26:23,2018-334T19:14:52.490Z,746.6349,20.0,255.6968,20.0
596877267.450,596877267.521,00004M11:07:20.465,00004 10:26:23,2018-334T19:14:52.540Z,746.6374,20.0,255.6967,20.0
596877267.500,596877267.571,00004M11:07:20.514,00004 10:26:23,2018-334T19:14:52.590Z,746.6208,20.0,255.6965,20.0
596877267.550,596877267.621,00004M11:07:20.563,00004 10:26:23,2018-334T19:14:52.640Z,746.6105,20.0,255.6967,20.0
596877267.600,596877267.671,00004M11:07:20.611,00004 10:26:23,2018-334T19:14:52.690Z,746.6031,20.0,255.6969,20.0
596877267.650,596877267.721,00004M11:07:20.660,00004 10:26:23,2018-334T19:14:52.740Z,746.5942,20.0,255.6969,20.0
596877267.700,596877267.771,00004M11:07:20.709,00004 10:26:23,2018-334T19:14:52.790Z,746.5935,20.0,255.6970,20.0
596877267.750,596877267.821,00004M11:07:20.757,00004 10:26:23,2018-334T19:14:52.840Z,746.5919,20.0,255.6975,20.0
596877267.800,596877267.871,00004M11:07:20.806,00004 10:26:23,2018-334T19:14:52.890Z,746.5922,20.0,255.6976,20.0
596877267.850,596877267.921,00004M11:07:20.855,00004 10:26:23,2018-334T19:14:52.940Z,746.6112,20.0,255.6972,20.0
596877267.900,596877267.971,00004M11:07:20.903,00004 10:26:23,2018-334T19:14:52.990Z,746.6260,20.0,255.6976,20.0
596877267.950,596877268.021,00004M11:07:20.952,00004 10:26:23,2018-334T19:14:53.040Z,746.6319,20.0,255.6976,20.0
596877268.000,596877268.071,00004M11:07:21.001,00004 10:26:23,2018-334T19:14:53.090Z,746.6363,20.0,255.6976,20.0
596877268.050,596877268.121,00004M11:07:21.049,00004 10:26:23,2018-334T19:14:53.140Z,746.6319,20.0,255.6977,20.0
596877268.100,596877268.171,00004M11:07:21.098,00004 10:26:23,2018-334T19:14:53.190Z,746.6304,20.0,255.6977,20.0
596877268.150,596877268.221,00004M11:07:21.147,00004 10:26:23,2018-334T19:14:53.240Z,746.6344,20.0,255.6977,20.0
596877268.200,596877268.271,00004M11:07:21.195,00004 10:26:23,2018-334T19:14:53.290Z,746.6409,20.0,255.6975,20.0
596877268.250,596877268.321,00004M11:07:21.244,00004 10:26:23,2018-334T19:14:53.340Z,746.6600,20.0,255.6978,20.0
596877268.300,596877268.371,00004M11:07:21.293,00004 10:26:23,2018-334T19:14:53.390Z,746.6541,20.0,255.6983,20.0
596877268.350,596877268.421,00004M11:07:21.341,00004 10:26:23,2018-334T19:14:53.440Z,746.6349,20.0,255.6984,20.0
596877268.400,596877268.471,00004M11:07:21.390,00004 10:26:23,2018-334T19:14:53.490Z,746.6244,20.0,255.6980,20.0
596877268.450,596877268.521,00004M11:07:21.439,00004 10:26:24,2018-334T19:14:53.540Z,746.6395,20.0,255.6982,20.0
596877268.500,596877268.571,00004M11:07:21.487,00004 10:26:24,2018-334T19:14:53.590Z,746.6464,20.0,255.6982,20.0
596877268.550,596877268.621,00004M11:07:21.536,00004 10:26:24,2018-334T19:14:53.640Z,746.6409,20.0,255.6983,20.0
596877268.600,596877268.671,00004M11:07:21.585,00004 10:26:24,2018-334T19:14:53.690Z,746.6395,20.0,255.6982,20.0
596877268.650,596877268.721,00004M11:07:21.633,00004 10:26:24,2018-334T19:14:53.740Z,746.6522,20.0,255.6985,20.0
596877268.700,596877268.771,00004M11:07:21.682,00004 10:26:24,2018-334T19:14:53.790Z,746.6591,20.0,255.6986,20.0
596877268.750,596877268.821,00004M11:07:21.731,00004 10:26:24,2018-334T19:14:53.840Z,746.6609,20.0,255.6984,20.0
596877268.800,596877268.871,00004M11:07:21.779,00004 10:26:24,2018-334T19:14:53.890Z,746.6421,20.0,255.6985,20.0
596877268.850,596877268.921,00004M11:07:21.828,00004 10:26:24,2018-334T19:14:53.940Z,746.6229,20.0,255.6986,20.0
596877268.900,596877268.971,00004M11:07:21.877,00004 10:26:24,2018-334T19:14:53.990Z,746.6205,20.0,255.6986,20.0
596877268.950,596877269.021,00004M11:07:21.925,00004 10:26:24,2018-334T19:14:54.040Z,746.6038,20.0,255.6987,20.0
596877269.000,596877269.071,00004M11:07:21.974,00004 10:26:24,2018-334T19:14:54.090Z,746.5975,20.0,255.6990,20.0
596877269.050,596877269.121,00004M11:07:22.023,00004 10:26:24,2018-334T19:14:54.140Z,746.6112,20.0,255.6989,20.0
596877269.100,596877269.171,00004M11:07:22.071,00004 10:26:24,2018-334T19:14:54.190Z,746.6291,20.0,255.6992,20.0
596877269.150,596877269.221,00004M11:07:22.120,00004 10:26:24,2018-334T19:14:54.240Z,746.6318,20.0,255.6994,20.0
596877269.200,596877269.271,00004M11:07:22.169,00004 10:26:24,2018-334T19:14:54.290Z,746.6353,20.0,255.6996,20.0
596877269.250,596877269.321,00004M11:07:22.217,00004 10:26:24,2018-334T19:14:54.340Z,746.6269,20.0,255.6994,20.0
596877269.300,596877269.371,00004M11:07:22.266,00004 10:26:24,2018-334T19:14:54.390Z,746.6305,20.0,255.6995,20.0
596877269.350,596877269.421,00004M11:07:22.315,00004 10:26:24,2018-334T19:14:54.440Z,746.6411,20.0,255.6996,20.0
596877269.400,596877269.471,00004M11:07:22.363,00004 10:26:24,2018-334T19:14:54.490Z,746.6435,20.0,255.6997,20.0
596877269.450,596877269.521,00004M11:07:22.412,00004 10:26:25,2018-334T19:14:54.540Z,746.6578,20.0,255.6996,20.0
596877269.500,596877269.571,00004M11:07:22.461,00004 10:26:25,2018-334T19:14:54.590Z,746.6655,20.0,255.6995,20.0
596877269.550,596877269.621,00004M11:07:22.509,00004 10:26:25,2018-334T19:14:54.640Z,746.6863,20.0,255.6997,20.0
596877269.600,596877269.671,00004M11:07:22.558,00004 10:26:25,2018-334T19:14:54.690Z,746.6808,20.0,255.6996,20.0
596877269.650,596877269.721,00004M11:07:22.607,00004 10:26:25,2018-334T19:14:54.740Z,746.6665,20.0,255.6996,20.0
