AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
596876804.000,596861042.752,00004M06:44:09.786,00004 06:03:17,2018-334T14:44:27.755Z,740.4519,20.0,255.1316,20.0
596876804.050,596861042.802,00004M06:44:09.834,00004 06:03:17,2018-334T14:44:27.805Z,740.4630,20.0,255.1317,20.0
596876804.100,596861042.852,00004M06:44:09.883,00004 06:03:17,2018-334T14:44:27.855Z,740.4903,20.0,255.1319,20.0
596876804.150,596861042.902,00004M06:44:09.931,00004 06:03:17,2018-334T14:44:27.905Z,740.4765,20.0,255.1318,20.0
596876804.200,596861042.952,00004M06:44:09.980,00004 06:03:17,2018-334T14:44:27.955Z,740.4637,20.0,255.1316,20.0
596876804.250,596861043.002,00004M06:44:10.029,00004 06:03:17,2018-334T14:44:28.005Z,740.4592,20.0,255.1318,20.0
596876804.300,596861043.052,00004M06:44:10.077,00004 06:03:17,2018-334T14:44:28.055Z,740.4628,20.0,255.1317,20.0
596876804.350,596861043.102,00004M06:44:10.126,00004 06:03:17,2018-334T14:44:28.105Z,740.4732,20.0,255.1315,20.0
596876804.400,596861043.152,00004M06:44:10.175,00004 06:03:17,2018-334T14:44:28.155Z,740.4896,20.0,255.1320,20.0
596876804.450,596861043.202,00004M06:44:10.223,00004 06:03:17,2018-334T14:44:28.205Z,740.4821,20.0,255.1324,20.0
596876804.500,596861043.252,00004M06:44:10.272,00004 06:03:17,2018-334T14:44:28.255Z,740.4968,20.0,255.1322,20.0
596876804.550,596861043.302,00004M06:44:10.321,00004 06:03:17,2018-334T14:44:28.305Z,740.4995,20.0,255.1319,20.0
596876804.600,596861043.352,00004M06:44:10.369,00004 06:03:17,2018-334T14:44:28.355Z,740.4721,20.0,255.1318,20.0
596876804.650,596861043.402,00004M06:44:10.418,00004 06:03:17,2018-334T14:44:28.405Z,740.4334,20.0,255.1323,20.0
596876804.700,596861043.452,00004M06:44:10.467,00004 06:03:17,2018-334T14:44:28.455Z,740.4036,20.0,255.1322,20.0
596876804.750,596861043.502,00004M06:44:10.515,00004 06:03:18,2018-334T14:44:28.505Z,740.4112,20.0,255.1322,20.0
596876804.800,596861043.552,00004M06:44:10.564,00004 06:03:18,2018-334T14:44:28.555Z,740.4431,20.0,255.1322,20.0
596876804.850,596861043.602,00004M06:44:10.613,00004 06:03:18,2018-334T14:44:28.605Z,740.4705,20.0,255.1324,20.0
596876804.900,596861043.652,00004M06:44:10.661,00004 06:03:18,2018-334T14:44:28.655Z,740.4848,20.0,255.1325,20.0
596876804.950,596861043.702,00004M06:44:10.710,00004 06:03:18,2018-334T14:44:28.705Z,740.5109,20.0,255.1323,20.0
596876805.000,596861043.752,00004M06:44:10.759,00004 06:03:18,2018-334T14:44:28.755Z,740.5540,20.0,255.1326,20.0
596876805.050,596861043.802,00004M06:44:10.807,00004 06:03:18,2018-334T14:44:28.805Z,740.5694,20.0,255.1337,20.0
596876805.100,596861043.852,00004M06:44:10.856,00004 06:03:18,2018-334T14:44:28.855Z,740.5456,20.0,255.1344,20.0
596876805.150,596861043.902,00004M06:44:10.905,00004 06:03:18,2018-334T14:44:28.905Z,740.5445,20.0,255.1343,20.0
596876805.200,596861043.952,00004M06:44:10.953,00004 06:03:18,2018-334T14:44:28.955Z,740.5598,20.0,255.1340,20.0
596876805.250,596861044.002,00004M06:44:11.002,00004 06:03:18,2018-334T14:44:29.005Z,740.5666,20.0,255.1339,20.0
596876805.300,596861044.052,00004M06:44:11.051,00004 06:03:18,2018-334T14:44:29.055Z,740.5664,20.0,255.1342,20.0
596876805.350,596861044.102,00004M06:44:11.099,00004 06:03:18,2018-334T14:44:29.105Z,740.5633,20.0,255.1342,20.0
596876805.400,596861044.152,00004M06:44:11.148,00004 06:03:18,2018-334T14:44:29.155Z,740.5557,20.0,255.1340,20.0
596876805.450,596861044.202,00004M06:44:11.197,00004 06:03:18,2018-334T14:44:29.205Z,740.5295,20.0,255.1340,20.0
596876805.500,596861044.252,00004M06:44:11.245,00004 06:03:18,2018-334T14:44:29.255Z,740.5133,20.0,255.1341,20.0
596876805.550,596861044.302,00004M06:44:11.294,00004 06:03:18,2018-334T14:44:29.305Z,740.5049,20.0,255.1342,20.0
596876805.600,596861044.352,00004M06:44:11.343,00004 06:03:18,2018-334T14:44:29.355Z,740.4878,20.0,255.1341,20.0
596876805.650,596861044.402,00004M06:44:11.391,00004 06:03:18,2018-334T14:44:29.405Z,740.4903,20.0,255.1339,20.0
596876805.700,596861044.452,00004M06:44:11.440,00004 06:03:18,2018-334T14:44:29.455Z,740.5256,20.0,255.1343,20.0
596876805.750,596861044.502,00004M06:44:11.489,00004 06:03:19,2018-334T14:44:29.505Z,740.5314,20.0,255.1346,20.0
596876805.800,596861044.552,00004M06:44:11.537,00004 06:03:19,2018-334T14:44:29.555Z,740.5113,20.0,255.1346,20.0
596876805.850,596861044.602,00004M06:44:11.586,00004 06:03:19,2018-334T14:44:29.605Z,740.5102,20.0,255.1348,20.0
596876805.900,596861044.652,00004M06:44:11.635,00004 06:03:19,2018-334T14:44:29.655Z,740.5120,20.0,255.1348,20.0
596876805.950,596861044.702,00004M06:44:11.683,00004 06:03:19,2018-334T14:44:29.705Z,740.4963,20.0,255.1349,20.0
596876806.000,596861044.752,00004M06:44:11.732,00004 06:03:19,2018-334T14:44:29.755Z,740.4746,20.0,255.1350,20.0
596876806.050,596861044.802,00004M06:44:11.781,00004 06:03:19,2018-334T14:44:29.805Z,740.4724,20.0,255.1350,20.0
596876806.100,596861044.852,00004M06:44:11.829,00004 06:03:19,2018-334T14:44:29.855Z,740.4975,20.0,255.1349,20.0
596876806.150,596861044.902,00004M06:44:11.878,00004 06:03:19,2018-334T14:44:29.905Z,740.5285,20.0,255.1347,20.0
596876806.200,596861044.952,00004M06:44:11.927,00004 06:03:19,2018-334T14:44:29.955Z,740.5295,20.0,255.1347,20.0
596876806.250,596861045.002,00004M06:44:11.975,00004 06:03:19,2018-334T14:44:30.005Z,740.5351,20.0,255.1349,20.0
596876806.300,596861045.052,00004M06:44:12.024,00004 06:03:19,2018-334T14:44:30.055Z,740.5519,20.0,255.1346,20.0
596876806.350,596861045.102,00004M06:44:12.073,00004 06:03:19,2018-334T14:44:30.105Z,740.5493,20.0,255.1347,20.0
596876806.400,596861045.152,00004M06:44:12.121,00004 06:03:19,2018-334T14:44:30.155Z,740.5389,20.0,255.1348,20.0
596876806.450,596861045.202,00004M06:44:12.170,00004 06:03:19,2018-334T14:44:30.205Z,740.5146,20.0,255.1356,20.0
596876806.500,596861045.252,00004M06:44:12.219,00004 06:03:19,2018-334T14:44:30.255Z,740.4924,20.0,255.1356,20.0
596876806.550,596861045.302,00004M06:44:12.267,00004 06:03:19,2018-334T14:44:30.305Z,740.4858,20.0,255.1346,20.0
596876806.600,596861045.352,00004M06:44:12.316,00004 06:03:19,2018-334T14:44:30.355Z,740.4881,20.0,255.1343,20.0
596876806.650,596861045.402,00004M06:44:12.365,00004 06:03:19,2018-334T14:44:30.405Z,740.5033,20.0,255.1340,20.0
596876806.700,596861045.452,00004M06:44:12.413,00004 06:03:19,2018-334T14:44:30.455Z,740.5363,20.0,255.1341,20.0
596876806.750,596861045.502,00004M06:44:12.462,00004 06:03:19,2018-334T14:44:30.505Z,740.5450,20.0,255.1340,20.0
596876806.800,596861045.552,00004M06:44:12.511,00004 06:03:20,2018-334T14:44:30.555Z,740.5368,20.0,255.1340,20.0
596876806.850,596861045.602,00004M06:44:12.559,00004 06:03:20,2018-334T14:44:30.605Z,740.5441,20.0,255.1338,20.0
596876806.900,596861045.652,00004M06:44:12.608,00004 06:03:20,2018-334T14:44:30.655Z,740.5590,20.0,255.1341,20.0
596876806.950,596861045.702,00004M06:44:12.657,00004 06:03:20,2018-334T14:44:30.705Z,740.5621,20.0,255.1346,20.0
596876807.000,596861045.752,00004M06:44:12.705,00004 06:03:20,2018-334T14:44:30.755Z,740.5729,20.0,255.1344,20.0
596876807.050,596861045.802,00004M06:44:12.754,00004 06:03:20,2018-334T14:44:30.805Z,740.5918,20.0,255.1347,20.0
596876807.100,596861045.852,00004M06:44:12.803,00004 06:03:20,2018-334T14:44:30.855Z,740.6028,20.0,255.1345,20.0
596876807.150,596861045.902,00004M06:44:12.851,00004 06:03:20,2018-334T14:44:30.905Z,740.5838,20.0,255.1344,20.0
596876807.200,596861045.952,00004M06:44:12.900,00004 06:03:20,2018-334T14:44:30.955Z,740.5400,20.0,255.1342,20.0
596876807.250,596861046.002,00004M06:44:12.949,00004 06:03:20,2018-334T14:44:31.005Z,740.5164,20.0,255.1345,20.0
596876807.300,596861046.052,00004M06:44:12.997,00004 06:03:20,2018-334T14:44:31.055Z,740.5082,20.0,255.1347,20.0
596876807.350,596861046.102,00004M06:44:13.046,00004 06:03:20,2018-334T14:44:31.105Z,740.5302,20.0,255.1347,20.0
596876807.400,596861046.152,00004M06:44:13.095,00004 06:03:20,2018-334T14:44:31.155Z,740.5545,20.0,255.1343,20.0
596876807.450,596861046.202,00004M06:44:13.143,00004 06:03:20,2018-334T14:44:31.205Z,740.5423,20.0,255.1348,20.0
596876807.500,596861046.252,00004M06:44:13.192,00004 06:03:20,2018-334T14:44:31.255Z,740.5233,20.0,255.1348,20.0
596876807.550,596861046.302,00004M06:44:13.241,00004 06:03:20,2018-334T14:44:31.305Z,740.5215,20.0,255.1347,20.0
596876807.600,596861046.352,00004M06:44:13.289,00004 06:03:20,2018-334T14:44:31.355Z,740.5196,20.0,255.1346,20.0
596876807.650,596861046.402,00004M06:44:13.338,00004 06:03:20,2018-334T14:44:31.405Z,740.5356,20.0,255.1345,20.0
596876807.700,596861046.452,00004M06:44:13.387,00004 06:03:20,2018-334T14:44:31.455Z,740.5635,20.0,255.1347,20.0
596876807.750,596861046.502,00004M06:44:13.435,00004 06:03:20,2018-334T14:44:31.505Z,740.5845,20.0,255.1348,20.0
596876807.800,596861046.552,00004M06:44:13.484,00004 06:03:20,2018-334T14:44:31.555Z,740.5843,20.0,255.1348,20.0
596876807.850,596861046.602,00004M06:44:13.533,00004 06:03:21,2018-334T14:44:31.605Z,740.5849,20.0,255.1350,20.0
596876807.900,596861046.652,00004M06:44:13.581,00004 06:03:21,2018-334T14:44:31.655Z,740.5899,20.0,255.1349,20.0
596876807.950,596861046.702,00004M06:44:13.630,00004 06:03:21,2018-334T14:44:31.705Z,740.6186,20.0,255.1349,20.0
596876808.000,596861046.752,00004M06:44:13.678,00004 06:03:21,2018-334T14:44:31.755Z,740.6226,20.0,255.1347,20.0
596876808.050,596861046.802,00004M06:44:13.727,00004 06:03:21,2018-334T14:44:31.805Z,740.6349,20.0,255.1348,20.0
596876808.100,596861046.852,00004M06:44:13.776,00004 06:03:21,2018-334T14:44:31.855Z,740.6339,20.0,255.1350,20.0
596876808.150,596861046.902,00004M06:44:13.824,00004 06:03:21,2018-334T14:44:31.905Z,740.6280,20.0,255.1351,20.0
596876808.200,596861046.952,00004M06:44:13.873,00004 06:03:21,2018-334T14:44:31.955Z,740.6107,20.0,255.1352,20.0
596876808.250,596861047.002,00004M06:44:13.922,00004 06:03:21,2018-334T14:44:32.005Z,740.5981,20.0,255.1353,20.0
596876808.300,596861047.052,00004M06:44:13.970,00004 06:03:21,2018-334T14:44:32.055Z,740.5990,20.0,255.1355,20.0
596876808.350,596861047.102,00004M06:44:14.019,00004 06:03:21,2018-334T14:44:32.105Z,740.5852,20.0,255.1355,20.0
596876808.400,596861047.152,00004M06:44:14.068,00004 06:03:21,2018-334T14:44:32.155Z,740.5831,20.0,255.1353,20.0
596876808.450,596861047.202,00004M06:44:14.116,00004 06:03:21,2018-334T14:44:32.205Z,740.5931,20.0,255.1354,20.0
596876808.500,596861047.252,00004M06:44:14.165,00004 06:03:21,2018-334T14:44:32.255Z,740.6070,20.0,255.1355,20.0
596876808.550,596861047.302,00004M06:44:14.214,00004 06:03:21,2018-334T14:44:32.305Z,740.6217,20.0,255.1354,20.0
596876808.600,596861047.352,00004M06:44:14.262,00004 06:03:21,2018-334T14:44:32.355Z,740.6257,20.0,255.1349,20.0
596876808.650,596861047.402,00004M06:44:14.311,00004 06:03:21,2018-334T14:44:32.405Z,740.6364,20.0,255.1350,20.0
596876808.700,596861047.452,00004M06:44:14.360,00004 06:03:21,2018-334T14:44:32.455Z,740.6694,20.0,255.1351,20.0
596876808.750,596861047.502,00004M06:44:14.408,00004 06:03:21,2018-334T14:44:32.505Z,740.6750,20.0,255.1359,20.0
596876808.800,596861047.552,00004M06:44:14.457,00004 06:03:21,2018-334T14:44:32.555Z,740.6656,20.0,255.1357,20.0
596876808.850,596861047.602,00004M06:44:14.506,00004 06:03:22,2018-334T14:44:32.605Z,740.6505,20.0,255.1356,20.0
596876808.900,596861047.652,00004M06:44:14.554,00004 06:03:22,2018-334T14:44:32.655Z,740.6512,20.0,255.1355,20.0
596876808.950,596861047.702,00004M06:44:14.603,00004 06:03:22,2018-334T14:44:32.705Z,740.6548,20.0,255.1353,20.0
596876809.000,596861047.752,00004M06:44:14.652,00004 06:03:22,2018-334T14:44:32.755Z,740.6512,20.0,255.1356,20.0
596876809.050,596861047.802,00004M06:44:14.700,00004 06:03:22,2018-334T14:44:32.805Z,740.6467,20.0,255.1355,20.0
596876809.100,596861047.852,00004M06:44:14.749,00004 06:03:22,2018-334T14:44:32.855Z,740.6419,20.0,255.1358,20.0
596876809.150,596861047.902,00004M06:44:14.798,00004 06:03:22,2018-334T14:44:32.905Z,740.6359,20.0,255.1358,20.0
596876809.200,596861047.952,00004M06:44:14.846,00004 06:03:22,2018-334T14:44:32.955Z,740.6198,20.0,255.1357,20.0
596876809.250,596861048.002,00004M06:44:14.895,00004 06:03:22,2018-334T14:44:33.005Z,740.6221,20.0,255.1357,20.0
596876809.300,596861048.052,00004M06:44:14.944,00004 06:03:22,2018-334T14:44:33.055Z,740.6673,20.0,255.1359,20.0
596876809.350,596861048.102,00004M06:44:14.992,00004 06:03:22,2018-334T14:44:33.105Z,740.6919,20.0,255.1359,20.0
596876809.400,596861048.152,00004M06:44:15.041,00004 06:03:22,2018-334T14:44:33.155Z,740.6863,20.0,255.1359,20.0
596876809.450,596861048.202,00004M06:44:15.090,00004 06:03:22,2018-334T14:44:33.205Z,740.6901,20.0,255.1359,20.0
596876809.500,596861048.252,00004M06:44:15.138,00004 06:03:22,2018-334T14:44:33.255Z,740.7199,20.0,255.1360,20.0
596876809.550,596861048.302,00004M06:44:15.187,00004 06:03:22,2018-334T14:44:33.305Z,740.7439,20.0,255.1359,20.0
596876809.600,596861048.352,00004M06:44:15.236,00004 06:03:22,2018-334T14:44:33.355Z,740.7113,20.0,255.1359,20.0
596876809.650,596861048.402,00004M06:44:15.284,00004 06:03:22,2018-334T14:44:33.405Z,740.6829,20.0,255.1364,20.0
596876809.700,596861048.452,00004M06:44:15.333,00004 06:03:22,2018-334T14:44:33.455Z,740.7041,20.0,255.1365,20.0
596876809.750,596861048.502,00004M06:44:15.382,00004 06:03:22,2018-334T14:44:33.505Z,740.7115,20.0,255.1363,20.0
596876809.800,596861048.552,00004M06:44:15.430,00004 06:03:22,2018-334T14:44:33.555Z,740.7058,20.0,255.1360,20.0
596876809.850,596861048.602,00004M06:44:15.479,00004 06:03:22,2018-334T14:44:33.605Z,740.7216,20.0,255.1361,20.0
596876809.900,596861048.652,00004M06:44:15.528,00004 06:03:23,2018-334T14:44:33.655Z,740.7113,20.0,255.1360,20.0
596876809.950,596861048.702,00004M06:44:15.576,00004 06:03:23,2018-334T14:44:33.705Z,740.6930,20.0,255.1360,20.0
596876810.000,596861048.752,00004M06:44:15.625,00004 06:03:23,2018-334T14:44:33.755Z,740.6621,20.0,255.1362,20.0
596876810.050,596861048.802,00004M06:44:15.674,00004 06:03:23,2018-334T14:44:33.805Z,740.6603,20.0,255.1363,20.0
596876810.100,596861048.852,00004M06:44:15.722,00004 06:03:23,2018-334T14:44:33.855Z,740.6707,20.0,255.1369,20.0
596876810.150,596861048.902,00004M06:44:15.771,00004 06:03:23,2018-334T14:44:33.905Z,740.6876,20.0,255.1366,20.0
596876810.200,596861048.952,00004M06:44:15.820,00004 06:03:23,2018-334T14:44:33.955Z,740.6974,20.0,255.1365,20.0
596876810.250,596861049.002,00004M06:44:15.868,00004 06:03:23,2018-334T14:44:34.005Z,740.7003,20.0,255.1366,20.0
596876810.300,596861049.052,00004M06:44:15.917,00004 06:03:23,2018-334T14:44:34.055Z,740.6827,20.0,255.1371,20.0
596876810.350,596861049.102,00004M06:44:15.966,00004 06:03:23,2018-334T14:44:34.105Z,740.6902,20.0,255.1369,20.0
596876810.400,596861049.152,00004M06:44:16.014,00004 06:03:23,2018-334T14:44:34.155Z,740.6715,20.0,255.1368,20.0
596876810.450,596861049.202,00004M06:44:16.063,00004 06:03:23,2018-334T14:44:34.205Z,740.6309,20.0,255.1373,20.0
596876810.500,596861049.252,00004M06:44:16.112,00004 06:03:23,2018-334T14:44:34.255Z,740.6556,20.0,255.1374,20.0
596876810.550,596861049.302,00004M06:44:16.160,00004 06:03:23,2018-334T14:44:34.305Z,740.6619,20.0,255.1370,20.0
596876810.600,596861049.352,00004M06:44:16.209,00004 06:03:23,2018-334T14:44:34.355Z,740.6430,20.0,255.1369,20.0
596876810.650,596861049.402,00004M06:44:16.258,00004 06:03:23,2018-334T14:44:34.405Z,740.6249,20.0,255.1368,20.0
596876810.700,596861049.452,00004M06:44:16.306,00004 06:03:23,2018-334T14:44:34.455Z,740.6178,20.0,255.1369,20.0
596876810.750,596861049.502,00004M06:44:16.355,00004 06:03:23,2018-334T14:44:34.505Z,740.6097,20.0,255.1372,20.0
596876810.800,596861049.552,00004M06:44:16.404,00004 06:03:23,2018-334T14:44:34.555Z,740.6054,20.0,255.1372,20.0
596876810.850,596861049.602,00004M06:44:16.452,00004 06:03:23,2018-334T14:44:34.605Z,740.5947,20.0,255.1372,20.0
596876810.900,596861049.652,00004M06:44:16.501,00004 06:03:24,2018-334T14:44:34.655Z,740.5918,20.0,255.1369,20.0
596876810.950,596861049.702,00004M06:44:16.550,00004 06:03:24,2018-334T14:44:34.705Z,740.6118,20.0,255.1372,20.0
596876811.000,596861049.752,00004M06:44:16.598,00004 06:03:24,2018-334T14:44:34.755Z,740.6305,20.0,255.1371,20.0
596876811.050,596861049.802,00004M06:44:16.647,00004 06:03:24,2018-334T14:44:34.805Z,740.6658,20.0,255.1372,20.0
596876811.100,596861049.852,00004M06:44:16.696,00004 06:03:24,2018-334T14:44:34.855Z,740.7368,20.0,255.1375,20.0
596876811.150,596861049.902,00004M06:44:16.744,00004 06:03:24,2018-334T14:44:34.905Z,740.7544,20.0,255.1376,20.0
596876811.200,596861049.952,00004M06:44:16.793,00004 06:03:24,2018-334T14:44:34.955Z,740.7555,20.0,255.1377,20.0
596876811.250,596861050.002,00004M06:44:16.842,00004 06:03:24,2018-334T14:44:35.005Z,740.7272,20.0,255.1376,20.0
596876811.300,596861050.052,00004M06:44:16.890,00004 06:03:24,2018-334T14:44:35.055Z,740.6806,20.0,255.1377,20.0
596876811.350,596861050.102,00004M06:44:16.939,00004 06:03:24,2018-334T14:44:35.105Z,740.6639,20.0,255.1375,20.0
596876811.400,596861050.152,00004M06:44:16.988,00004 06:03:24,2018-334T14:44:35.155Z,740.6555,20.0,255.1373,20.0
596876811.450,596861050.202,00004M06:44:17.036,00004 06:03:24,2018-334T14:44:35.205Z,740.6881,20.0,255.1374,20.0
596876811.500,596861050.252,00004M06:44:17.085,00004 06:03:24,2018-334T14:44:35.255Z,740.7060,20.0,255.1376,20.0
596876811.550,596861050.302,00004M06:44:17.134,00004 06:03:24,2018-334T14:44:35.305Z,740.7010,20.0,255.1376,20.0
596876811.600,596861050.352,00004M06:44:17.182,00004 06:03:24,2018-334T14:44:35.355Z,740.7246,20.0,255.1377,20.0
596876811.650,596861050.402,00004M06:44:17.231,00004 06:03:24,2018-334T14:44:35.405Z,740.7506,20.0,255.1377,20.0
596876811.700,596861050.452,00004M06:44:17.280,00004 06:03:24,2018-334T14:44:35.455Z,740.7600,20.0,255.1375,20.0
596876811.750,596861050.502,00004M06:44:17.328,00004 06:03:24,2018-334T14:44:35.505Z,740.7723,20.0,255.1373,20.0
596876811.800,596861050.552,00004M06:44:17.377,00004 06:03:24,2018-334T14:44:35.555Z,740.8097,20.0,255.1374,20.0
596876811.850,596861050.602,00004M06:44:17.425,00004 06:03:24,2018-334T14:44:35.605Z,740.8313,20.0,255.1376,20.0
596876811.900,596861050.652,00004M06:44:17.474,00004 06:03:24,2018-334T14:44:35.655Z,740.8189,20.0,255.1383,20.0
596876811.950,596861050.702,00004M06:44:17.523,00004 06:03:25,2018-334T14:44:35.705Z,740.7812,20.0,255.1386,20.0
596876812.000,596861050.752,00004M06:44:17.571,00004 06:03:25,2018-334T14:44:35.755Z,740.7816,20.0,255.1386,20.0
596876812.050,596861050.802,00004M06:44:17.620,00004 06:03:25,2018-334T14:44:35.805Z,740.7968,20.0,255.1388,20.0
596876812.100,596861050.852,00004M06:44:17.669,00004 06:03:25,2018-334T14:44:35.855Z,740.7815,20.0,255.1390,20.0
596876812.150,596861050.902,00004M06:44:17.717,00004 06:03:25,2018-334T14:44:35.905Z,740.7667,20.0,255.1392,20.0
596876812.200,596861050.952,00004M06:44:17.766,00004 06:03:25,2018-334T14:44:35.955Z,740.7681,20.0,255.1392,20.0
596876812.250,596861051.002,00004M06:44:17.815,00004 06:03:25,2018-334T14:44:36.005Z,740.7460,20.0,255.1392,20.0
596876812.300,596861051.052,00004M06:44:17.863,00004 06:03:25,2018-334T14:44:36.055Z,740.7112,20.0,255.1392,20.0
596876812.350,596861051.102,00004M06:44:17.912,00004 06:03:25,2018-334T14:44:36.105Z,740.6751,20.0,255.1396,20.0
596876812.400,596861051.152,00004M06:44:17.961,00004 06:03:25,2018-334T14:44:36.155Z,740.6563,20.0,255.1397,20.0
596876812.450,596861051.202,00004M06:44:18.009,00004 06:03:25,2018-334T14:44:36.205Z,740.6786,20.0,255.1391,20.0
596876812.500,596861051.252,00004M06:44:18.058,00004 06:03:25,2018-334T14:44:36.255Z,740.7322,20.0,255.1389,20.0
596876812.550,596861051.302,00004M06:44:18.107,00004 06:03:25,2018-334T14:44:36.305Z,740.7412,20.0,255.1388,20.0
596876812.600,596861051.352,00004M06:44:18.155,00004 06:03:25,2018-334T14:44:36.355Z,740.7333,20.0,255.1385,20.0
596876812.650,596861051.402,00004M06:44:18.204,00004 06:03:25,2018-334T14:44:36.405Z,740.7320,20.0,255.1385,20.0
596876812.700,596861051.452,00004M06:44:18.253,00004 06:03:25,2018-334T14:44:36.455Z,740.7121,20.0,255.1384,20.0
596876812.750,596861051.502,00004M06:44:18.301,00004 06:03:25,2018-334T14:44:36.505Z,740.7204,20.0,255.1385,20.0
596876812.800,596861051.552,00004M06:44:18.350,00004 06:03:25,2018-334T14:44:36.555Z,740.7426,20.0,255.1386,20.0
596876812.850,596861051.602,00004M06:44:18.399,00004 06:03:25,2018-334T14:44:36.605Z,740.7172,20.0,255.1385,20.0
596876812.900,596861051.652,00004M06:44:18.447,00004 06:03:25,2018-334T14:44:36.655Z,740.7003,20.0,255.1387,20.0
596876812.950,596861051.702,00004M06:44:18.496,00004 06:03:26,2018-334T14:44:36.705Z,740.6935,20.0,255.1384,20.0
596876813.000,596861051.752,00004M06:44:18.545,00004 06:03:26,2018-334T14:44:36.755Z,740.6671,20.0,255.1382,20.0
596876813.050,596861051.802,00004M06:44:18.593,00004 06:03:26,2018-334T14:44:36.805Z,740.6614,20.0,255.1385,20.0
596876813.100,596861051.852,00004M06:44:18.642,00004 06:03:26,2018-334T14:44:36.855Z,740.6668,20.0,255.1388,20.0
596876813.150,596861051.902,00004M06:44:18.691,00004 06:03:26,2018-334T14:44:36.905Z,740.6639,20.0,255.1389,20.0
596876813.200,596861051.952,00004M06:44:18.739,00004 06:03:26,2018-334T14:44:36.955Z,740.6554,20.0,255.1393,20.0
596876813.250,596861052.002,00004M06:44:18.788,00004 06:03:26,2018-334T14:44:37.005Z,740.6609,20.0,255.1392,20.0
596876813.300,596861052.052,00004M06:44:18.837,00004 06:03:26,2018-334T14:44:37.055Z,740.6638,20.0,255.1395,20.0
596876813.350,596861052.102,00004M06:44:18.885,00004 06:03:26,2018-334T14:44:37.105Z,740.6695,20.0,255.1394,20.0
596876813.400,596861052.152,00004M06:44:18.934,00004 06:03:26,2018-334T14:44:37.155Z,740.6942,20.0,255.1394,20.0
596876813.450,596861052.202,00004M06:44:18.983,00004 06:03:26,2018-334T14:44:37.205Z,740.7073,20.0,255.1394,20.0
596876813.500,596861052.252,00004M06:44:19.031,00004 06:03:26,2018-334T14:44:37.255Z,740.6947,20.0,255.1393,20.0
596876813.550,596861052.302,00004M06:44:19.080,00004 06:03:26,2018-334T14:44:37.305Z,740.6930,20.0,255.1393,20.0
596876813.600,596861052.352,00004M06:44:19.129,00004 06:03:26,2018-334T14:44:37.355Z,740.7078,20.0,255.1393,20.0
596876813.650,596861052.402,00004M06:44:19.177,00004 06:03:26,2018-334T14:44:37.405Z,740.7296,20.0,255.1394,20.0
596876813.700,596861052.452,00004M06:44:19.226,00004 06:03:26,2018-334T14:44:37.455Z,740.7401,20.0,255.1392,20.0
596876813.750,596861052.502,00004M06:44:19.275,00004 06:03:26,2018-334T14:44:37.505Z,740.7291,20.0,255.1392,20.0
596876813.800,596861052.552,00004M06:44:19.323,00004 06:03:26,2018-334T14:44:37.555Z,740.7169,20.0,255.1391,20.0
596876813.850,596861052.602,00004M06:44:19.372,00004 06:03:26,2018-334T14:44:37.605Z,740.7127,20.0,255.1394,20.0
596876813.900,596861052.652,00004M06:44:19.421,00004 06:03:26,2018-334T14:44:37.655Z,740.6969,20.0,255.1394,20.0
596876813.950,596861052.702,00004M06:44:19.469,00004 06:03:26,2018-334T14:44:37.705Z,740.6886,20.0,255.1394,20.0
596876814.000,596861052.752,00004M06:44:19.518,00004 06:03:27,2018-334T14:44:37.755Z,740.6886,20.0,255.1393,20.0
596876814.050,596861052.802,00004M06:44:19.567,00004 06:03:27,2018-334T14:44:37.805Z,740.7015,20.0,255.1398,20.0
596876814.100,596861052.852,00004M06:44:19.615,00004 06:03:27,2018-334T14:44:37.855Z,740.7039,20.0,255.1403,20.0
596876814.150,596861052.902,00004M06:44:19.664,00004 06:03:27,2018-334T14:44:37.905Z,740.7027,20.0,255.1401,20.0
596876814.200,596861052.952,00004M06:44:19.713,00004 06:03:27,2018-334T14:44:37.955Z,740.7155,20.0,255.1400,20.0
596876814.250,596861053.002,00004M06:44:19.761,00004 06:03:27,2018-334T14:44:38.005Z,740.7301,20.0,255.1399,20.0
596876814.300,596861053.052,00004M06:44:19.810,00004 06:03:27,2018-334T14:44:38.055Z,740.7415,20.0,255.1404,20.0
596876814.350,596861053.102,00004M06:44:19.859,00004 06:03:27,2018-334T14:44:38.105Z,740.7553,20.0,255.1403,20.0
596876814.400,596861053.152,00004M06:44:19.907,00004 06:03:27,2018-334T14:44:38.155Z,740.7801,20.0,255.1403,20.0
596876814.450,596861053.202,00004M06:44:19.956,00004 06:03:27,2018-334T14:44:38.205Z,740.7901,20.0,255.1404,20.0
596876814.500,596861053.252,00004M06:44:20.005,00004 06:03:27,2018-334T14:44:38.255Z,740.7921,20.0,255.1405,20.0
596876814.550,596861053.302,00004M06:44:20.053,00004 06:03:27,2018-334T14:44:38.305Z,740.7855,20.0,255.1407,20.0
596876814.600,596861053.352,00004M06:44:20.102,00004 06:03:27,2018-334T14:44:38.355Z,740.7762,20.0,255.1405,20.0
596876814.650,596861053.402,00004M06:44:20.151,00004 06:03:27,2018-334T14:44:38.405Z,740.7673,20.0,255.1405,20.0
